Symbol,Name, Sector,Industry,Summary_quote
LSI,"Life Storage, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/lsi
LTC,"LTC Properties, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ltc
LTHM,Livent Corporation,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lthm
LTM,LATAM Airlines Group S.A.,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/ltm
LUB,"Luby&#39;s, Inc.",Consumer Services,Restaurants,https://old.nasdaq.com/symbol/lub
LUV,Southwest Airlines Company,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/luv
LVS,Las Vegas Sands Corp.,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/lvs
LW,"Lamb Weston Holdings, Inc.",Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/lw
LXFR,Luxfer Holdings PLC,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lxfr
LXP,Lexington Realty Trust,n/a,n/a,https://old.nasdaq.com/symbol/lxp
LXP^C,Lexington Realty Trust,n/a,n/a,https://old.nasdaq.com/symbol/lxp^c
LXU,Lsb Industries Inc.,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lxu
LYB,LyondellBasell Industries NV,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lyb
LYG,Lloyds Banking Group Plc,Finance,Commercial Banks,https://old.nasdaq.com/symbol/lyg
LYV,"Live Nation Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/lyv
LZB,La-Z-Boy Incorporated,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/lzb
M,Macy&#39;s Inc,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/m
MA,Mastercard Incorporated,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ma
MAA,"Mid-America Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/maa
MAA^I,"Mid-America Apartment Communities, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/maa^i
MAC,Macerich Company (The),Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mac
MAIN,Main Street Capital Corporation,n/a,n/a,https://old.nasdaq.com/symbol/main
MAN,ManpowerGroup,Technology,Professional Services,https://old.nasdaq.com/symbol/man
MANU,Manchester United Ltd.,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/manu
MAS,Masco Corporation,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/mas
MATX,"Matson, Inc.",Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/matx
MAV,Pioneer Municipal High Income Advantage Trust,n/a,n/a,https://old.nasdaq.com/symbol/mav
MAXR,Maxar Technologies Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/maxr
MBI,"MBIA, Inc.",Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mbi
MBT,Mobile TeleSystems OJSC,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/mbt
MC,Moelis & Company,Finance,Investment Managers,https://old.nasdaq.com/symbol/mc
MCA,"Blackrock MuniYield California Insured Fund, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/mca
MCB,Metropolitan Bank Holding Corp.,Finance,Major Banks,https://old.nasdaq.com/symbol/mcb
MCC,Medley Capital Corporation,n/a,n/a,https://old.nasdaq.com/symbol/mcc
MCD,McDonald&#39;s Corporation,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/mcd
MCI,Barings Corporate Investors,n/a,n/a,https://old.nasdaq.com/symbol/mci
MCK,McKesson Corporation,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/mck
MCN,Madison Covered Call & Equity Strategy Fund,n/a,n/a,https://old.nasdaq.com/symbol/mcn
MCO,Moody&#39;s Corporation,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mco
MCR,MFS Charter Income Trust,n/a,n/a,https://old.nasdaq.com/symbol/mcr
MCS,Marcus Corporation (The),Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/mcs
MCV,Medley Capital Corporation,n/a,n/a,https://old.nasdaq.com/symbol/mcv
MCX,Medley Capital Corporation,n/a,n/a,https://old.nasdaq.com/symbol/mcx
MCY,Mercury General Corporation,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mcy
MD,"Mednax, Inc",Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/md
MDC,"M.D.C. Holdings, Inc.",Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mdc
MDLA,"Medallia, Inc.",Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/mdla
MDLQ,Medley LLC,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdlq
